1,529,AH,56985,,,"TETROXY HCA, 280 GM",899855300263,0,0,0,0,7.2,529,,,,,4199100,,0,1,N,N,UN,UN,UN,1,1,7.2,7.2,,7.2,6.15,4.68,,,35,35,4.68,4.68,4.68,4.68,4.68,4.68,,X,0,,0,,12/04/12,,,,0,09/14/15,,12/10/12,11/22/21,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,9,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,02/05/15,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,446,AH,10685,,,"VITA-JEC A & D, ""500"", 250ML",,0,0,0,0,37.85,446,,,,,3069700,,0,1,N,N,EA,EA,EA,1,1,37.85,37.85,,37.85,32.2,24.61,,,34.98,34.98,24.61,24.61,24.61,24.61,24.61,24.61,,X,0,,0,,12/04/12,,,,0,12/19/12,,06/05/01,12/19/18,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,02/05/15,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,529,15023307,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,,AH,11222,,,"COLOSTRUM BAGS, PK/50, USE",,0,0,0,0,135,707,,,,,5012900,,0,1,N,N,UN,UN,UN,1,1,135,135,,135,135,135,135,135,36.81,36.815,85.3,85.3,85.3,85.3,85.3,85.3,,X,0,,0,,12/17/12,,,,0,01/03/13,03/31/20,09/26/12,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,135,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,02/05/15,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,446,AH,5210,,,"GOOD START, 15GM",,0,0,0,0,4.95,446,,,,,3653000,,0,1,N,N,EA,EA,EA,1,1,4.95,4.95,,4.95,4.15,3.15,,,37.69,37.697,3.084,3.084,3.084,3.084,3.084,3.084,,X,0,,0,,01/08/13,,,,0,12/27/13,,06/05/01,11/11/21,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,02/05/15,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,220,AH,32666,,,"PROPYLENE GLYCOL, 5 GAL",,0,0,0,0,125,ACE,,,,,2170000,,0,1,N,N,EA,EA,EA,1,1,125,125,,125,105,80,,,36.37,36.366,79.543,79.543,79.543,79.543,79.543,79.543,,X,0,,0,,01/08/13,,,,0,12/26/12,,06/05/01,12/19/18,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,02/05/15,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,529,AH,200573,,,"NEEDLE, 14""X2"", DISPOSABLE",,0,0,0,0,0.35,529,,,,,699900,,0,1,N,N,UN,UN,UN,1,1,0.35,0.35,,0.35,0.25,0.19,,,52.46,52.571,0.166,0.166,0.166,0.166,0.166,0.166,,X,0,,0,,02/04/13,,,,0,02/02/16,,09/18/02,12/19/18,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,31,0,,,0,0,0,0,0,,,,,,UN,,0,,0,0,Y,,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,02/05/15,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,529,12987158,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,0NONE,AH,151527,,,"ORAL CALF FEEDER, J138C",,0,0,0,0,13.99,,,,,,2899000,,0,1,N,N,EA,EA,EA,1,1,13.99,13.99,,13.99,11.8,9,,,30.1,30.1,9.779,9.779,9.779,9.779,9.779,9.779,,X,0,,0,,02/04/13,,,,0,12/14/12,,06/05/01,11/11/21,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,02/05/15,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,45,AH,7948,,,"TERRAMYCIN TABLETS, 250MG",,0,0,0,0,31.25,45,,,,,4692600,,0,1,N,N,EA,EA,EA,1,1,31.25,31.25,,31.25,27,20.3,,,35.04,35.04,20.3,20.3,20.3,20.3,20.3,20.3,,X,0,,0,,02/04/13,,,,0,12/06/13,,06/05/01,11/11/21,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,02/05/15,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,446,AH,7943,,,"TERRAMYCIN SCOUR TABLETS, 24'S",,0,0,0,0,33,446,,,,,818400,,0,1,N,N,UN,UN,UN,1,1,33,33,,33,28.5,21.49,,,37.48,37.485,20.63,20.63,20.63,20.63,20.63,20.63,,X,0,,0,,03/06/13,,,,0,12/12/12,,01/22/02,12/19/18,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,UN,,0,,0,0,Y,,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,02/05/15,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,446,,529,12221426,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
1,0NONE,AH,53892,,,"ENVIRACOR J5, 20 DS",,0,0,0,0,42,446,,,,,4925300,,0,1,N,N,UN,UN,UN,1,1,42,42,,42,35.7,27.2,,,35.48,35.476,27.1,27.1,27.1,27.1,27.1,27.1,,X,0,,0,,03/06/13,,,,0,12/03/12,,10/19/12,11/11/21,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,,,0,0,0,0,0,,,,,,EA,,0,,0,0,Y,,,,1,,LB,N,,,,,,,,,N,,0,0,,,0,0,0,Y,O,Y,02/05/15,,,0,0,,,,,,,,,,,,,,,,,,,,,,N,,,,Y,N,,,Y,,,,,,,,1,,,,,Weblink,,,,,,,,,,,,,,,,,,N
